samp_id,project_code,coord_y,coord_x,datetime,samp_wdepth_cm,samp_notes,tp_mgkg,m3_p_mgkg,m3_fe_mgkg,m3_al_mgkg,spsc_mgkg,wex_po4_mgkg,soil_primary_flag,soil_primary_flag_details
S03590,OAKW,41.02354,-83.694908,5/2/2024 14:52,13,NA,577.52,22.4,329.699,537.54,57.558,1.139,0,wex_nh3_mgkg-below-detection-limit
S03591,OAKE,41.025768,-83.682267,5/1/2024 13:47,25,NA,662.859,7.428,527.434,1104.311,148.561,0.43,1,soil_ec_uscm_RNG_flag
S03592,OAKE,41.025712,-83.682473,5/1/2024 13:52,0,NA,704.182,14.847,259.473,1124.887,128.671,0.617,1,soil_ec_uscm_RNG_flag
S03593,OAKE,41.025573,-83.682537,5/1/2024 13:53,23,NA,512.094,7.106,256.902,746.724,92.85,1.525,1,tn_mgkg_ATT_flag
S03594,OAKE,41.026447,-83.681788,5/1/2024 13:57,18,NA,600.098,8.298,533.038,1133.7,151.375,0.488,1,m3_al_mgkg_ATT_flag
S03595,OAKE,41.026762,-83.68183,5/1/2024 13:59,0,NA,613.546,23.758,332.66,990.143,108.34,0.408,1,tn_mgkg_RNG_flag
S03596,OAKE,41.02692,-83.681857,5/1/2024 14:00,15,NA,688.839,13.88,651.473,1171.76,156.719,0.525,1,soil_ec_uscm_RNG_flag
S03597,OAKE,41.026663,-83.6828,5/1/2024 14:06,20,NA,528.057,11.087,375.187,851.914,107.495,0.477,1,soil_ec_uscm_RNG_flag
S03598,OAKE,41.026617,-83.683485,5/1/2024 14:08,0,NA,694.686,25.881,381.041,1028.552,113.305,0.69,1,soil_ec_uscm_RNG_flag
S03599,OAKE,41.02673,-83.684453,5/1/2024 14:11,15,NA,452.675,2.951,106.084,1119.555,131.463,0.422,0,NA
S03600,OAKE,41.026208,-83.68472,5/1/2024 14:14,25,NA,604.508,18.419,645.674,1285.198,164.883,0.138,1,"wex_nh3_mgkg_ATT_flag, wex_po4_mgkg-below-detection-limit"
S03601,OAKE,41.025888,-83.685173,5/1/2024 14:18,25,NA,627.855,9.601,418.828,1090.977,138.844,0.143,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S03602,OAKE,41.0259,-83.685183,5/1/2024 14:19,0,NA,687.989,34.719,596.499,1077.49,122.013,0.855,1,m3_p_mgkg_ATT_flag
S03603,OAKE,41.025737,-83.686042,5/1/2024 14:22,25,NA,500.62,9.134,261.522,971.819,116.922,0.344,1,wex_nox_mgkg_ATT_flag
S03604,OAKE,41.02526,-83.68601,5/1/2024 14:26,26,NA,498.142,3.992,61.357,565.07,64.283,0.122,0,"wex_po4_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S03605,OAKE,41.025268,-83.686102,5/1/2024 14:27,0,NA,621.283,20.501,245.871,763.744,80.799,0.681,0,wex_nh3_mgkg-below-detection-limit
S03606,OAKE,41.025593,-83.686737,5/1/2024 14:30,30,NA,721.602,20.71,581.1,1050.74,132.099,0.297,1,tn_mgkg_RNG_flag
S03607,OAKE,41.025727,-83.687388,5/1/2024 14:35,22,NA,495.047,18.973,404.511,839.017,99.751,0.13,0,"wex_po4_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S03608,OAKE,41.025575,-83.687352,5/1/2024 14:37,0,NA,657.873,44.232,582.369,837.208,84.13,0.867,1,tn_mgkg_RNG_flag
S03609,OAKE,41.025023,-83.687688,5/1/2024 14:41,28,NA,566.478,14.922,224.936,784.587,87.612,0.639,0,wex_nh3_mgkg-below-detection-limit
S03610,OAKE,41.025045,-83.687698,5/1/2024 14:43,0,NA,627.626,25.846,267.823,775.236,77.989,1.417,0,wex_nh3_mgkg-below-detection-limit
S03611,OAKE,41.02394,-83.688008,5/1/2024 14:47,12,NA,794.011,16.295,456.471,914.249,113.943,0.467,0,NA
S03612,OAKE,41.023958,-83.687797,5/1/2024 14:49,0,NA,603.973,24.997,454.931,1013.38,116.538,0.285,1,"tn_mgkg_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S03613,OAKE,41.02396,-83.687558,5/1/2024 14:51,23,NA,584.297,17.28,623.297,922.582,123.15,0.145,0,"wex_po4_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S03614,OAKE,41.02385,-83.686947,5/1/2024 14:55,15,NA,656.84,3.676,94.213,792.642,92.546,0.643,0,wex_nh3_mgkg-below-detection-limit
S03615,OAKE,41.024722,-83.686577,5/1/2024 14:59,5,NA,543.321,10.344,212.303,833.034,97.053,0.132,0,"wex_po4_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S03616,OAKE,41.024053,-83.685838,5/1/2024 15:03,24,NA,552.397,6.259,211.072,973.871,117.24,0.444,0,wex_nh3_mgkg-below-detection-limit
S03617,OAKE,41.02404,-83.686067,5/1/2024 15:04,0,NA,629.427,16.337,407.934,817.249,100.078,0.327,0,NA
S03618,OAKE,41.023873,-83.685068,5/1/2024 15:11,25,NA,730.634,34.792,757.937,1258.19,151.624,0.372,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S03619,OAKE,41.024112,-83.68489,5/1/2024 15:12,0,NA,662.609,46.106,327.329,885.12,73.639,1.294,0,wex_nh3_mgkg-below-detection-limit
S03620,OAKE,41.024265,-83.684943,5/1/2024 15:14,26,NA,583.122,19.523,643.968,1063.345,138.213,0.462,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S03621,OAKW,41.023658,-83.695423,5/2/2024 14:57,0,NA,715.885,24.6,378.192,826.877,91.308,1.102,0,wex_nh3_mgkg-below-detection-limit
S03622,OAKW,41.02344,-83.696038,5/2/2024 15:00,8,NA,844.655,20.8,2071.303,507.577,152.159,0.164,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S03623,OAKW,41.024013,-83.696525,5/2/2024 15:05,35,NA,825.108,39.4,271.488,531.195,36.638,2.267,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S03624,OAKW,41.023937,-83.69823,5/2/2024 15:11,12,NA,951.257,60.8,1031.213,173.895,16.293,0.694,1,tn_mgkg_RNG_flag
S03625,OAKW,41.023947,-83.69821,5/2/2024 15:15,0,NA,689.356,30.8,367.951,693.389,69.148,1.196,1,tn_mgkg_RNG_flag
S03626,OAKW,41.019438,-83.688275,5/2/2024 15:37,1,NA,400.136,18.4,661.643,98.576,29.539,0.149,1,"soil_pH_ATT_flag, wex_po4_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S03627,OAKW,41.019628,-83.687998,5/2/2024 15:41,0,NA,639.3,55.5,483.228,315.973,7.489,3.245,1,tn_mgkg_RNG_flag
S03628,FORB,41.22106,-84.670248,5/8/2024 13:38,15,Composite,500,34,786.322,822.759,103.966,0.904,1,"soil_ec_uscm_ATT_flag, wex_nh3_mgkg-below-detection-limit"
S03629,FORB,41.22107,-84.6706,5/8/2024 13:42,16,NA,420,15.1,244.128,936.455,105.888,0.783,0,wex_nh3_mgkg-below-detection-limit
S03630,FORB,41.220917,-84.670628,5/8/2024 13:45,0,Composite,509,47.8,381.116,719.328,55.928,5.909,1,tn_mgkg_RNG_flag
S03631,FORB,41.22104,-84.671088,5/8/2024 13:48,25,Composite,386,15.5,642.265,1012.479,136.327,0.145,0,"wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S03632,FORB,41.220647,-84.670577,5/8/2024 13:51,0,Composite,537,22.6,283.269,1079.052,116.986,0.517,0,NA
S03633,FORB,41.220565,-84.671268,5/8/2024 13:54,0,Composite,173,13.1,286.889,29.055,6.144,0.822,1,m3_al_mgkg_RNG_flag
S03634,FORB,41.220522,-84.671332,5/8/2024 13:56,0,Composite,394,23.1,286.445,1104.825,119.62,4.118,0,NA
S03635,FORB,41.220312,-84.672975,5/8/2024 14:01,14,Composite,600,6.4,439.948,1323.318,169.853,0.123,0,"wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S03636,FORB,41.220253,-84.672893,5/8/2024 14:03,0,Composite,413,17,603.034,1136.191,146.798,0.145,0,"wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S03637,FORB,41.220227,-84.672867,5/8/2024 14:05,9,Composite,544,24,943.785,1427.71,192.135,0.503,0,NA
S03638,FORB,41.220155,-84.672822,5/8/2024 14:07,0,Composite,472,24,332.151,1210.078,133.348,1.993,0,wex_nh3_mgkg-below-detection-limit
S03639,FORB,41.22009,-84.672803,5/8/2024 14:09,15,Composite,461,8.3,816.952,1544.367,214.198,0.573,1,tn_mgkg_ATT_flag
S03640,FORB,41.220008,-84.672762,5/8/2024 14:12,0,Composite,433,13.6,264.093,1298.508,150.095,1.675,0,NA
S03641,FORB,41.219917,-84.672687,5/8/2024 14:13,20,Composite,349,23.1,663.05,1399.709,174.263,0.154,0,"tn_mgkg-below-detection-limit, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S03642,FORB,41.219612,-84.672053,5/8/2024 14:17,0,Composite,357.452,16.086,284.844,1044.085,119.558,0.324,1,"soil_ec_uscm_ATT_flag, wex_nh3_mgkg-below-detection-limit"
S03643,FORB,41.218655,-84.673337,5/8/2024 14:21,4,Composite,545.91,20.285,407.271,857.087,100.667,0.491,1,soil_ec_uscm_RNG_flag
S03644,FORB,41.218493,-84.673278,5/8/2024 14:24,0,Composite,358.744,13.118,271.066,791.953,92.816,0.131,1,"soil_ec_uscm_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S03645,FORB,41.218465,-84.673458,5/8/2024 14:27,13,Composite,362.127,8.261,278.879,37.237,11.453,0.437,1,"m3_al_mgkg_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S03646,FORB,41.218172,-84.673217,5/8/2024 14:30,28,Composite,428.446,7.223,1241.129,911.276,166.11,0.145,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S03647,FORB,41.217793,-84.673232,5/8/2024 14:34,0,Composite,375.641,35.675,260.968,1004.26,94.076,2.195,0,NA
S03648,FORB,41.217597,-84.67329,5/8/2024 14:36,15,Composite,501.568,15.716,795.053,1083.584,152.708,0.676,0,NA
S03649,FORB,41.21764,-84.673022,5/8/2024 14:38,12,Composite,508.604,21.878,659.001,824.453,109.262,0.588,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S03650,FORB,41.217427,-84.67286,5/8/2024 14:41,0,Composite,437.966,9.643,195.37,942.114,109.341,0.989,0,NA
S03651,FORB,41.21747,-84.672545,5/8/2024 14:44,15,Composite,425.883,21.456,617.313,919.269,118.262,1.113,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S03652,FORB,41.217065,-84.672178,5/8/2024 14:52,1,NA,750.159,69.229,598.284,774.993,52.871,5.02,1,"wex_nox_mgkg_ATT_flag, wex_nh3_mgkg-below-detection-limit"
S03653,FORB,41.218115,-84.672045,5/8/2024 14:56,0,Composite,386.19,10.955,249.362,796.738,94.327,0.75,0,wex_nh3_mgkg-below-detection-limit
S03654,FORB,41.221535,-84.672023,5/8/2024 15:12,4,Composite,399.39,29.101,596.909,68.929,11.856,1.793,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S03655,FORB,41.221428,-84.67258,5/8/2024 15:16,0,Composite,486.896,11.062,297.685,883.351,106.838,0.667,0,NA
S03656,SJRE,41.520512,-84.707468,6/7/2024 13:39,0,Composite,377.289,2.124,80.866,644.041,76.298,0.121,0,"wex_po4_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S03657,SJRE,41.520243,-84.70755,6/7/2024 13:43,0,Composite,496.155,22.325,219.484,964.732,100.591,0.273,0,NA
S03658,SJRE,41.51995,-84.707435,6/7/2024 13:47,4,Composite,561.461,24.429,604.181,930.191,115.816,0.141,1,"wex_nh3_mgkg_ATT_flag, wex_po4_mgkg-below-detection-limit"
S03659,SJRE,41.519892,-84.707818,6/7/2024 13:49,0,Composite,648.812,80.951,335.733,781.846,27.402,8.525,1,soil_ec_uscm_RNG_flag
S03660,SJRE,41.519375,-84.707868,6/7/2024 13:55,0,Composite,433.065,44.412,130.051,1128.771,92.387,2.955,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S03661,SJRE,41.519105,-84.708682,6/7/2024 14:02,12,Composite,442.974,47.16,765.37,847.06,92.464,1.007,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S03662,SJRE,41.519112,-84.708697,6/7/2024 14:04,0,Composite,339.091,18.919,180.077,173.151,10.93,2.918,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S03663,SJRE,41.51879,-84.708468,6/7/2024 14:09,0,Composite,437.621,17.797,174.752,133.877,7.248,1.513,1,soil_ec_uscm_RNG_flag
S03664,SJRE,41.51878,-84.708472,6/7/2024 14:12,10,Composite,693.249,127.057,1275.723,98.029,-45.181,1.225,1,"m3_fe_mgkg_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S03665,SJRE,41.517433,-84.708733,6/7/2024 14:19,4,Composite,484.297,28.98,745.816,785.751,102.522,0.617,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S03666,SJRE,41.517483,-84.708733,6/7/2024 14:21,0,Composite,385.981,37.482,444.09,773.19,75.875,0.342,1,soil_ec_uscm_RNG_flag
S03667,SJRE,41.517127,-84.708313,6/7/2024 14:27,14,Composite,578.958,52.343,1067.451,46.462,12.082,1.744,1,m3_fe_mgkg_RNG_flag
S03668,SJRE,41.517118,-84.70833,6/7/2024 14:28,0,Composite,603.849,45.936,179.78,582.934,30.946,0.895,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S03669,SJRE,41.516835,-84.707458,6/7/2024 14:34,19,Composite,633.692,41.899,445.944,818.36,76.747,1.094,1,soil_ec_uscm_RNG_flag
S03670,SJRE,41.516882,-84.707787,6/7/2024 14:39,0,Composite,1103.942,140.977,442.153,1050.188,4.076,18.158,1,tp_mgkg_RNG_flag
S03671,SJRE,41.515623,-84.705222,6/7/2024 14:48,23,Composite,582,18.864,1009.566,734.736,121.381,0.48,1,"m3_fe_mgkg_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S03672,SJRE,41.515603,-84.705212,6/7/2024 14:50,0,Composite,584.204,30.75,424.411,667.493,69.382,NA,0,NA
S03673,SJRE,41.51453,-84.705533,6/7/2024 14:58,0,Composite,476.022,26.644,478.983,824.456,94.531,NA,0,NA
S03674,SJRE,41.514448,-84.705913,6/7/2024 15:01,0,Composite,612.984,17.907,385.454,940.569,111.422,NA,0,NA
S03675,SJRE,41.513785,-84.70518,6/7/2024 15:06,0,Composite,390.318,14.535,263.522,740.665,85.092,NA,0,NA
S03676,SJRE,41.513693,-84.705135,6/7/2024 15:10,30,Composite,338.995,22.455,1243.163,572.766,112.125,NA,1,m3_fe_mgkg_RNG_flag
S03677,SJRE,41.513005,-84.705488,6/7/2024 15:17,10,Composite,468.213,35.778,878.271,316.235,49.149,NA,0,NA
S03678,SJRE,41.513128,-84.705467,6/7/2024 15:19,0,Composite,818.6,49.952,560.23,341.091,20.223,NA,1,tn_mgkg_RNG_flag
S03679,SJRE,41.513567,-84.705683,6/7/2024 15:25,1,Composite,809.567,49.971,1693.815,465.006,97.184,NA,1,tn_mgkg_RNG_flag
S03680,SJRE,41.513633,-84.705703,6/7/2024 15:27,0,Composite,662.293,2.642,338.067,817.682,109.955,NA,0,NA
S03681,SJRE,41.51388,-84.706763,6/7/2024 15:30,0,Composite,554.3,14.127,288.221,640.971,75.421,NA,0,NA
S03682,SJRE,41.514388,-84.70686,6/7/2024 15:34,0,Composite,504.565,13.832,298.667,945.893,111.304,NA,0,NA
S03683,SJRE,41.514633,-84.707008,6/7/2024 15:36,0,Composite,446.049,10.872,197.874,950.643,109.23,NA,0,NA
S03684,SJRE,41.515155,-84.707493,6/7/2024 15:41,0,Composite,102.012,4.647,122.91,448.667,53.67,NA,0,NA
S03685,SJRE,41.515168,-84.707507,6/7/2024 15:43,0,Composite,569.372,28.033,274.513,905.344,91.11,NA,0,NA
S03686,SJRE,41.516432,-84.70877,6/7/2024 15:48,0,Composite,654.818,65.424,456.634,1129.074,89.488,NA,1,tn_mgkg_ATT_flag
S03687,SJRE,41.516538,-84.709077,6/7/2024 15:51,0,Composite,486.103,31.449,274.54,877.858,84.54,NA,0,NA
S03688,SJRE,41.516725,-84.71007,6/7/2024 15:57,0,Composite,363.783,12.569,249.256,1120.944,129.93,NA,0,NA
S03689,SJCO,41.643522,-84.56344,7/2/2024 13:14,0,Composite,383.671,6.021,333.917,1155.18,145.096,0.13,0,"wex_po4_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S03690,SJCO,41.643838,-84.563717,7/2/2024 13:18,0,Composite,416.107,24.933,470.772,800.373,93.022,0.483,0,wex_nh3_mgkg-below-detection-limit
S03691,SJCO,41.644637,-84.564095,7/2/2024 13:25,0,Composite,221.814,9.279,236.25,911.743,108.481,0.106,0,"wex_po4_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S03692,SJCO,41.645238,-84.563647,7/2/2024 13:29,0,Composite,420.547,5.195,383.676,873.221,116.303,0.131,0,"wex_po4_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S03693,SJCO,41.645787,-84.563472,7/2/2024 13:33,0,Composite,642.75,19.731,462.83,894.423,108.583,2.155,1,"wex_po4_mgkg_ATT_flag, wex_nh3_mgkg-below-detection-limit"
S03694,SJCO,41.646027,-84.564217,7/2/2024 13:37,0,Composite,607.948,7.302,317.731,665.847,86.736,0.479,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S03695,SJCO,41.646935,-84.563548,7/2/2024 13:42,0,Composite,621.592,12.634,298.924,872.416,104.08,0.854,0,wex_nh3_mgkg-below-detection-limit
S03696,SJCO,41.64745,-84.563777,7/2/2024 13:45,0,Composite,647.196,12.125,422.096,880.711,112.36,0.526,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S03697,SJCO,41.648258,-84.563735,7/2/2024 13:52,7,Composite from stream bed,777.493,28.197,907.837,226.044,48.012,1.745,1,wex_nh3_mgkg_ATT_flag
S03698,SJCO,41.648202,-84.563807,7/2/2024 13:58,0,Composite,773.526,24.037,569.904,335.063,45.981,3.118,1,"tn_mgkg_ATT_flag, wex_nh3_mgkg-below-detection-limit"
S03699,SJCO,41.647922,-84.5645,7/2/2024 14:01,0,Composite,319.147,9.254,204.357,700.719,82.512,0.122,0,"wex_po4_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S03700,SJCO,41.647957,-84.564883,7/2/2024 14:07,0,Composite,384.763,14.03,452.714,160.057,29.408,0.802,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S03701,SJCO,41.64971,-84.571998,7/2/2024 14:27,0,Composite,678.277,19.297,504.605,872.481,108.81,0.727,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S03702,SJCO,41.649753,-84.57214,7/2/2024 14:29,0,Composite,395.294,32.632,251.636,741.709,66.457,1.63,1,wex_nh3_mgkg_ATT_flag
S03703,SJCO,41.649777,-84.571673,7/2/2024 14:33,0,Composite,546.754,2.795,295.056,831.217,108.975,0.126,1,"soil_ec_uscm_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S03704,SJCO,41.651152,-84.571375,7/2/2024 14:42,5,NA,457.054,5.417,458.65,463.349,73.172,0.09,1,"wex_nh3_mgkg_ATT_flag, wex_po4_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S03705,SJCO,41.651052,-84.57157,7/2/2024 14:47,0,NA,720.003,7.581,462.938,768.922,106.329,0.142,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S03706,SJCO,41.649372,-84.570615,7/2/2024 14:56,0,Composite,694.6,5.968,364.754,791.413,105.089,0.122,1,"m3_fe_mgkg_ATT_flag, wex_po4_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S03707,SJCO,41.649087,-84.570197,7/2/2024 14:59,0,Composite,655.107,1.485,271.14,887.177,115.386,0.123,1,"m3_p_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S03708,SJCO,41.648783,-84.569632,7/2/2024 15:03,0,Composite,664.269,5.221,362.704,765.738,102.775,0.126,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S03709,SJCO,41.648398,-84.568975,7/2/2024 15:07,0,Composite,571.288,3.027,342.138,879.868,116.935,0.117,1,"soil_ec_uscm_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S03710,OOPR,41.58101,-83.867863,7/3/2024 12:21,8,Composite,126.801,47.854,120.128,1231.84,100.229,0.115,0,"wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S03711,OOPR,41.580773,-83.868433,7/3/2024 12:25,0,Composite,509.216,116.594,170.72,1618.267,78.657,1.094,0,wex_nox_mgkg-below-detection-limit
S03712,OOPR,41.580252,-83.868572,7/3/2024 12:27,0,Composite,544.53,229.094,329.68,1372.045,-53.313,6.259,0,NA
S03713,OOPR,41.580183,-83.86841,7/3/2024 12:32,9,NA,177.895,65.942,221.205,1319.929,97.85,0.134,0,"wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S03714,OOPR,41.579785,-83.868665,7/3/2024 12:37,0,Composite,601.886,265.286,411.718,1248.332,-99.167,7.231,0,wex_nox_mgkg-below-detection-limit
S03715,OOPR,41.580255,-83.869148,7/3/2024 13:02,0,Composite,188.419,94.515,340.941,1529.634,99.983,0.49,1,"tp_mgkg_ATT_flag, wex_nox_mgkg-below-detection-limit"
S03716,OOPR,41.580245,-83.869725,7/3/2024 13:06,7,Composite,418.801,117.507,653.965,1560.769,97.894,1.531,1,"spsc_mgkg_ATT_flag, wex_nox_mgkg-below-detection-limit"
S03717,OOPR,41.579753,-83.87029,7/3/2024 13:15,10,Composite,342.535,249.325,588.601,1588.331,-34.378,3.501,0,wex_nox_mgkg-below-detection-limit
S03718,OOPR,41.580228,-83.870353,7/3/2024 13:18,0,Composite,461.409,127.225,279.611,1676.955,80.792,1.884,0,"wex_nox_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S03719,OOPR,41.580268,-83.870817,7/3/2024 13:23,20,Composite,126.559,38.398,229.7,1263.546,119.391,0.128,0,"wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S03720,OOPR,41.579697,-83.871338,7/3/2024 13:33,2,Composite,484.551,181.334,565.262,1079.529,-26.097,4.829,1,soil_ec_uscm_RNG_flag
S03721,OOPR,41.579483,-83.87154,7/3/2024 13:36,0,Composite,271.642,124.738,376.526,1268.067,41.698,1.556,0,"wex_nox_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S03722,OOPR,41.57922,-83.871425,7/3/2024 13:40,20,Composite,262.873,151.43,654.765,1467.194,53.272,1.745,1,"soil_ec_uscm_ATT_flag, wex_nox_mgkg-below-detection-limit"
S03723,OOPR,41.57883,-83.871428,7/3/2024 13:44,0,Composite,430.309,66.858,229.049,1716.661,142.919,0.116,1,"tn_mgkg_ATT_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S03724,OOPR,41.578745,-83.872245,7/3/2024 13:46,0,Composite,178.418,51.408,370.606,1317.946,120.427,0.377,0,wex_nox_mgkg-below-detection-limit
S03725,OOPR,41.579092,-83.872108,7/3/2024 13:51,0,Composite,227.812,24.573,447.264,1294.349,148.797,0.126,1,"m3_fe_mgkg_ATT_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S03726,OOPR,41.579263,-83.872758,7/3/2024 13:53,0,Composite,450.14,93.705,356.023,1174.364,60.837,0.784,0,wex_nox_mgkg-below-detection-limit
S03727,OOPR,41.579893,-83.872525,7/3/2024 13:59,3,Composite,244.128,10.336,140.233,630.119,69.774,0.307,0,wex_nox_mgkg-below-detection-limit
S03728,OOPR,41.57998,-83.871932,7/3/2024 14:02,0,Composite,376.135,140.48,246.492,1031.611,-8.39,6.046,1,wex_po4_mgkg_ATT_flag
S03729,OOPR,41.579272,-83.868782,7/3/2024 14:09,12,Composite,428.745,144.977,735.122,896.657,-1.333,2.94,1,"m3_fe_mgkg_ATT_flag, wex_nox_mgkg-below-detection-limit"
S03730,MONW,41.581745,-84.63189,7/9/2024 13:10,0,NA,670.792,43.807,926.125,1193.787,144.525,0.697,1,tn_mgkg_RNG_flag
S03731,MONW,41.581208,-84.63106,7/9/2024 13:17,0,NA,434.958,6.652,117.046,663.155,75.967,0.107,1,"soil_ec_uscm_RNG_flag, wex_po4_mgkg-below-detection-limit"
S03732,MONW,41.581738,-84.63097,7/9/2024 13:23,5,NA,NA,155.109,2192.427,1853.915,179.114,1.889,1,m3_p_mgkg_ATT_flag
S03733,MONW,41.581965,-84.630203,7/9/2024 13:30,0,NA,773.795,70.964,792.44,495.364,29.778,2.202,1,tn_mgkg_RNG_flag
S03734,MONW,41.582305,-84.629653,7/9/2024 13:42,20,NA,453.607,5.986,960.116,33.547,51.015,0.121,1,"m3_al_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S03735,MONW,41.582645,-84.630803,7/9/2024 13:46,0,NA,283.868,11.872,147.089,584.41,63.37,1.211,1,soil_ec_uscm_RNG_flag
S03736,MONW,41.585915,-84.626875,7/9/2024 14:01,8,NA,665.784,16.672,362.168,49.282,9.035,0.593,1,"tn_mgkg_RNG_flag, wex_nox_mgkg-below-detection-limit"
S03737,MONW,41.58549,-84.627363,7/9/2024 14:05,0,NA,538.818,47.495,215.457,765.913,52.37,3.984,1,soil_ec_uscm_RNG_flag
S03738,MONW,41.584907,-84.627793,7/9/2024 14:11,0,NA,941.667,87.867,444.106,761.043,24.096,7.476,1,soil_ec_uscm_RNG_flag
S03739,MONW,41.585058,-84.628705,7/9/2024 14:15,15,NA,613.515,12.073,311.917,606.416,74.819,0.129,1,"soil_ec_uscm_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S03740,MONW,41.585203,-84.627443,7/9/2024 14:20,0,NA,522.33,31.209,173.804,773.105,67.176,2.728,0,NA
S03741,VANO,41.486188,-83.909792,7/31/2024 12:21,8,NA,115.034,4.396,179.646,759.39,92.738,0.131,0,"wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S03742,VANO,41.486457,-83.909072,7/31/2024 12:25,0,NA,122.141,13.138,276.389,769.609,90.525,0.113,0,"wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S03743,VANO,41.486168,-83.909175,7/31/2024 12:28,0,NA,412.444,61.352,206.002,1082.001,74.281,1.494,1,soil_ec_uscm_ATT_flag
S03744,VANO,41.484693,-83.909472,7/31/2024 12:36,0,NA,352.327,95.234,42.703,2005.129,137.348,0.124,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
